province,district,year,line,station,location,pm10,pm25,co2,hcho,co,no2,radon,voc,agency,data_date
서울특별시,광진구,2023,7호선,중곡,대합실 및 승강장,36.3,21.4,550,25.6,2.3,0.016,46.5,37.3,서울교통공사,2025-07-23
서울특별시,중랑구,2023,7호선,용마산,대합실 및 승강장,28.7,19,481,5.4,1.1,0.015,44.8,57.7,서울교통공사,2025-07-23
서울특별시,중랑구,2023,7호선,사가정,대합실 및 승강장,25.5,15.5,539,15.9,1.3,0.068,46.5,114.8,서울교통공사,2025-07-23
서울특별시,중랑구,2023,7호선,면목,대합실 및 승강장,29.2,19.9,539.5,10,1.1,0.064,36.3,98,서울교통공사,2025-07-23
서울특별시,중랑구,2023,7호선,상봉,대합실 및 승강장,27.8,18.4,542.5,26.4,2.2,0.026,39.7,270.3,서울교통공사,2025-07-23
서울특별시,중랑구,2023,7호선,중화,대합실 및 승강장,29.5,19.6,530.5,20,2.2,0.053,44.8,129.8,서울교통공사,2025-07-23
서울특별시,중랑구,2023,7호선,먹골,대합실 및 승강장,34,21.1,536,8,2.2,0.068,48.2,161.7,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,태릉입구(7),대합실 및 승강장,36.1,21.2,522.3,9,1,0.026,43.6,80.6,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,공릉,대합실 및 승강장,34.4,22.6,490.5,10.1,1,0.045,83.9,404.1,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,하계,대합실 및 승강장,45.6,28.3,502.5,6.9,1.2,0.034,63.5,128.9,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,중계,대합실 및 승강장,37.8,21.6,466.5,17.1,1.2,0.043,75.4,273.2,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,노원(7),대합실 및 승강장,53.4,27.8,458.6,23.7,1.1,0.075,72,125.7,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,마들,대합실 및 승강장,31.9,19,499,10.6,1.8,0.068,72,211.3,서울교통공사,2025-07-23
서울특별시,노원구,2023,7호선,수락산,대합실 및 승강장,31.2,17.2,510,22.5,1.6,0.027,45.9,272.5,서울교통공사,2025-07-23
서울특별시,중랑구,2023,6호선,봉화산,대합실 및 승강장,37.4,20.9,477.5,8.8,1.2,0.024,42.7,244.5,서울교통공사,2025-07-23
서울특별시,노원구,2023,6호선,화랑대,대합실 및 승강장,44.5,24.6,483,11.9,1,0.039,34.3,269.7,서울교통공사,2025-07-23
서울특별시,노원구,2023,6호선,태릉입구(6),대합실 및 승강장,43.8,25.1,540,14.6,1.5,0.024,36.6,317.1,서울교통공사,2025-07-23
서울특별시,노원구,2023,6호선,석계,대합실 및 승강장,34.9,20.2,534,8.8,1.4,0.021,41,383.3,서울교통공사,2025-07-23
서울특별시,성북구,2023,6호선,돌곶이,대합실 및 승강장,33.8,19.6,523.5,17,2.2,0.041,32.6,150.4,서울교통공사,2025-07-23
서울특별시,성북구,2023,6호선,상월곡,대합실 및 승강장,30,18.9,531.5,5.2,2.4,0.045,32.6,224,서울교통공사,2025-07-23
서울특별시,성북구,2023,6호선,월곡,대합실 및 승강장,49.6,23.1,560.5,22.1,2.3,0.02,81.4,141.4,서울교통공사,2025-07-23
서울특별시,성북구,2023,6호선,고려대,대합실 및 승강장,39.8,21.6,550.5,4.6,2.2,0.021,73,95.1,서울교통공사,2025-07-23
대전광역시,유성구,2025,1호선,반석,,48.4,15.9,391,17.3,1,0.026,32,186.2,대전교통공사,2025-09-26
대전광역시,유성구,2025,1호선,지족,,51.5,12.4,283,6.9,1.7,0.018,54.5,43.3,대전교통공사,2025-09-26
대전광역시,유성구,2025,1호선,노은,,47,22.1,279,9.8,1.4,0.024,30,65,대전교통공사,2025-09-26
대전광역시,유성구,2025,1호선,월드컵경기장,,38.9,16.9,271,10.5,1.3,0.021,35.5,64.3,대전교통공사,2025-09-26
대전광역시,유성구,2025,1호선,현충원,,59.4,17.5,253,12.5,1.1,0.027,21,52.2,대전교통공사,2025-09-26
대전광역시,유성구,2025,1호선,구암,,77.8,17.1,243,3.9,0.9,0.019,28.5,99.9,대전교통공사,2025-09-26
대전광역시,유성구,2025,1호선,유성온천,,72,33.5,262,8.6,1.4,0.016,33.5,23.9,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,갑천,,41.5,22.4,298,13.1,1.7,0.026,37.5,62.5,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,월평,,44.9,25.7,297,30.2,1.2,0.028,32,70.6,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,갈마,,36.7,17.7,293,10.9,0.7,0.026,23,81.8,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,정부청사,,34.6,16.8,312,4.5,1.7,0.025,34.5,23.8,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,시청,,30.2,18.1,317,5.1,2.1,0.032,16,14,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,탄방,,29.8,15.7,273,6.4,1,0.018,26.5,15.5,대전교통공사,2025-09-26
대전광역시,서구,2025,1호선,용문,,28.9,16.3,253,5.4,1.2,0.033,29,18.5,대전교통공사,2025-09-26
대전광역시,중구,2025,1호선,오룡,,28.3,20.8,266.5,15.1,1,0.035,17.5,10.8,대전교통공사,2025-09-26
대전광역시,중구,2025,1호선,서대전네거리,,28.6,14.1,316,17,1.5,0.018,57.3,12.6,대전교통공사,2025-09-26
대전광역시,중구,2025,1호선,중구청,,29.7,14.5,232,15.1,1.3,0.013,66,12.5,대전교통공사,2025-09-26
대전광역시,중구,2025,1호선,중앙로,,26.4,15.9,256,9,1.5,0.017,34.5,13.5,대전교통공사,2025-09-26
대전광역시,동구,2025,1호선,대전,,34.1,23,325.3,11.1,0.9,0.022,37.3,87.7,대전교통공사,2025-09-26
대전광역시,동구,2025,1호선,대동,,24.6,19.7,236.7,6,1.4,0.025,61.3,13,대전교통공사,2025-09-26
대전광역시,동구,2025,1호선,신흥,,19.5,13.4,221.5,8.7,1,0.04,32.5,26.1,대전교통공사,2025-09-26
대전광역시,동구,2025,1호선,판암,,45.9,26.4,214.5,9.1,1.1,0.027,29,21.3,대전교통공사,2025-09-26
